StoreName,Age,Gender,CountryName,City,State,TimeZone,SignUpType,SubscriptionStatus,PlanName,Industry,AlreadySelling,Revenue,CreatedDate,subdomain,StoreUrl,dasboard link,F20,Is it connected to their website,Are they active,Notes,Household Income,Marital Status,Home Owner Status,Length of Residence,Education,Occupation,Health & Wellness,Travel,Auto Parts,Kids & Babies,Nutrition,Home & Garden,Garden & Patio,Garden Supplies,Home Decor,Home Improvement,Kitchen & Dining,Pets & Supplies,Gift Buyer,Toys,Sports & Outdoors,Beauty,Mens Clothing,Shoes,Womens Clothing,Jewelry,Electronics,Computers & Software,Home Buyer,Cord Cutter,Deal Seeker,Luxury Shopper,Big Spender,Online Buyer,PostalCode,entertainment sites,Communities,Groups,Influencers
Sunnyside Pilates,,Female,United States of America,Columbia,SC,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Professional,Fitness,I am already selling online using a different system,50k-250k,23/3/2020 17:52,sunnysidepilates,https://sunnysidepilates.yondo.com,https://dashboard.yondo.com/manage?store=sunnysidepilates,Fitness  offers pilates classes,Yes,Yes,"uses video to provide classes , there are unpublished live 1 to 1 session",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landscape Photo School,,Male,Australia,,,"(UTC+10:00) Canberra, Melbourne, Sydney",New Signup,active,Starter,Other,I haven't yet started selling,0-5k,15ene2019 0:42:23,karlstrand,https://education.landscapephotoschool.com.au,https://dashboard.yondo.com/manage?store=karlstrand,photography class,Yes,Yes,offers photography classes using video courses and 1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilates BKLYN,45-54,Female,United States of America,Pittsford,NY,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Trial,Fitness,"I'm already selling, just not online",5k-50k,17abr2020 0:23:19,Pilatesbklyn,https://www.pilatesbklynonline.com,https://dashboard.yondo.com/manage?store=Pilatesbklyn,offers private 1-1 personal training and pilates session,No,No,"free trial until Nov 15, 2020..",50k-75k,Married,Own,5 Years,Completed High School,Blue Collar Worker,TRUE,TRUE,,Bought,Interested,Interested,Bought,Interested,Bought,,Bought,Interested,Bought,Interested,Interested,Interested,Bought,Interested,Bought,Bought,Interested,,,,,,,,14534-4617,,,,
Kathy Wexler MFT Exam Preparation,,Female,United States of America,Los Angeles,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,"Tutoring (Languages, Math etc.)",I am already selling online using a different system,0-5k,12abr2018 20:43:02,KathyMFTExamPrep,https://KathyMFTExamPrep.yondo.com,https://dashboard.yondo.com/manage?store=KathyMFTExamPrep,"Preparation for California MFT Licensure..Mentoring for AAMFT Approved Supervisor ..Individual, couple and family therapy",Yes,Yes,uses the webinar function to conduct sessions for BBS Clinical Exam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathy Kaehler Fitness Videos,,Female,United States of America,,,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Consulting,I haven't yet started selling,0,23/10/2019 16:36,kathykaehler,https://store.kathykaehler.net,https://dashboard.yondo.com/manage?store=kathykaehler,Fitness workout for weight loss and getting fit,Yes,Yes,Uses videos for sessions.Unpublished store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RippedPHL,,Female,United States of America,Philadelphia,PA,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,"I'm already selling, just not online",250k-1m,15/3/2020 15:53,rippedphl,https://rippedphl.yondo.com,https://dashboard.yondo.com/manage?store=rippedphl,Fitness : Full body work out and Yoga sessions and zumba class,Yes,Yes,with recent activities via subscription.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry Smart Consulting,,Male,United States of America,Austin,TX,(UTC-06:00) Central Time (US & Canada),New Signup,active,Trial,Other,I haven't yet started selling,1m+,30ene2020 15:08:10,MinistrySmart,https://MinistrySmart.yondo.com,https://dashboard.yondo.com/manage?store=MinistrySmart,offers 1-1 coaching for ministries and churches. ..topics dicussed are.Realm usage.Managing Ministry Areas and Groups.Report making.Setting contributions and pledges,No,No,PLatform plan..still on free trial until 07/11/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiiwhee Digital Ltd,,Male,United States of America,Charlotte,NC,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter Plus,Consulting,I haven't yet started selling,0,27/5/2020 23:03,kiiwhee,https://kiiwhee.yondo.com,https://dashboard.yondo.com/manage?store=kiiwhee,no other details found online,No,No,Lifetime plan..zero activity on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirsty Steel Fitness,,Female,United Kingdom,,,"(UTC) Dublin, Edinburgh, Lisbon, London",New Signup,active,Starter,Fitness,I haven't yet started selling,0,30/9/2020 11:26,kirstysteelfitness,https://kirstysteelfitness.yondo.com,https://dashboard.yondo.com/manage?store=kirstysteelfitness,"body toning, weightloss and sculpting work outs",Yes,Yes,offers vod's and courses only  does not utilize the other features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soul Studio,,Female,United States of America,Wasilla,AK,(UTC-09:00) Alaska,New Signup,active,Starter,Fitness,"I'm already selling, just not online",5k-50k,16/3/2020 3:16,Soulstudioak,https://Soulstudioak.yondo.com,https://dashboard.yondo.com/manage?store=Soulstudioak,"Fitness:   Yoga , Barre, Hot Pilates providing personal and small group sessions",No,Yes,"Mar 29, 2020 live 1-to-1 session.updated video library and bookings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilates Canberra,,Female,Australia,,,"(UTC+10:00) Canberra, Melbourne, Sydney",New Signup,active,Professional,Fitness,I am already selling online using a different system,250k-1m,17/3/2020 5:16,onlinepilatescanberra,https://onlinepilatescanberra.yondo.com,https://dashboard.yondo.com/manage?store=onlinepilatescanberra,Fitness providing online pilates session,Yes,Yes,Providing weekly classes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inhale Pilates,,Female,Australia,,,"(UTC+10:00) Canberra, Melbourne, Sydney",New Signup,active,Starter,Fitness,I haven't yet started selling,50k-250k,25abr2020 6:11:08,inhalepilates,https://online.inhalepilates.com.au,https://dashboard.yondo.com/manage?store=inhalepilates,"Fitness - pilates workout and training.movement spa experience whereby you learn how to correct muscular imbalances, reconnect your mind and body and take a well deserved breath from the fast paced life of modern society",No,Yes,7/21/2020 last video update .with recent activities via subscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soultopia,,,Australia,,,"(UTC+10:00) Canberra, Melbourne, Sydney",New Signup,active,Starter,Other,I haven't yet started selling,0-5k,23ago2016 1:16:15,soultopia,https://insiders.soultopia.com.au,https://dashboard.yondo.com/manage?store=soultopia,speaker and transformational coach,Yes,Yes,1-1 focuses on.career strategy.healing .women empowerment..video courses offered on how to use oracle cards as guide.intention setting .healing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Thousand Cranes Studio,45-54,Female,United States of America,Boston,MA,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,I'm just playing around,5k-50k,15/6/2020 3:28,athousandcranes,https://athousandcranes.yondo.com,https://dashboard.yondo.com/manage?store=athousandcranes,Fitnonline portal for on-demand access to TaiChi lessons. .The gentle and healing movement of TaiChi,Yes,Yes,8/4/2020 last video update.with active programs.,50k-75k,Single,Own,16-19 years,Completed Graduate School,Professional,TRUE,TRUE,,Bought,,,Bought,,Bought,,Bought,,Bought,,,,Bought,,Bought,,,,,,Bought,,Bought,,,,,,
Wired Cycling Fitness Studio,,Female,United States of America,Washington,DC,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,I am already selling online using a different system,5k-50k,20/3/2020 16:46,wiredcycling,https://wiredcycling.yondo.com,https://dashboard.yondo.com/manage?store=wiredcycling,Fitness - training workout and wellness,No,No,www.wiredcyclingl.com - cannot be reached.Status - will cancel at period end.10/30/2020 - Next Billing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellness with Lexa,,Female,United States of America,Oakland,OR,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Fitness,I haven't yet started selling,0,20/5/2018 5:11,Empower_Yourself,https://Empower_Yourself.yondo.com,https://dashboard.yondo.com/manage?store=Empower_Yourself,"Fitness, providing different variety of training, such as Yoga, HIIT and workout",Yes,Yes,"Mar 24, 2020  last Live 1-to-1.No other update",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97462-9772,,,,
Angel Richardson,35-44,Female,United States of America,Memphis,TN,(UTC-05:00) Eastern Time (US & Canada),Weebly Upgrade,active,Webinar - Starter,Consulting,I am already selling online using a different system,5k-50k,9/9/2018 19:51,AngelRichardson,https://AngelRichardson.yondo.com,https://dashboard.yondo.com/manage?store=AngelRichardson,Angel is a life coach that offers live training and certification.,No,No,webinar plan only..next billing date 10/19/2020..last recorded session.09/21/2019,50k-75k,Single,Own,7 Years,Completed College,Homemaker,,TRUE,,Bought,,,,,,,,,Bought,,,,,,,Bought,,,,,Bought,,,,,,,,
Lee's Mixed Martial Arts,,Male,United States of America,Germantown,MD,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,I am already selling online using a different system,0,31/3/2019 19:05,leemixedmartialarts,https://leemixedmartialarts.yondo.com,https://dashboard.yondo.com/manage?store=leemixedmartialarts,Fitness - JIU JITSU TRAINING and Strength Training Techniques,Yes,Yes,Next Billing - 11/ 14/2020.Video Update 7/01/2020.webinar 04/21/2020.Few activities as subscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20876-5631,,,,
Webinar Events,,,United States of America,Chicago,IL,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter Plus,Other,I'm just playing around,0,02ago2019 21:33:52,webinarevents,https://webinarevents.yondo.com,https://dashboard.yondo.com/manage?store=webinarevents,offers webinar hosting services but the website looks inactive,No,No,Lifetime plan..zero activity on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thornbury Veterinary Hospital,,,Australia,,,"(UTC+10:00) Canberra, Melbourne, Sydney",New Signup,active,Starter,Medical,"I'm already selling, just not online",250k-1m,11dic2019 21:34:59,thornburyvet,https://thornburyvet.yondo.com,https://dashboard.yondo.com/manage?store=thornburyvet,VETERINARY HOSPITAL,Yes,Yes,1-1 for standard phone/video consultation.post op.revisit consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paNASH,,Female,United States of America,Dickson,TN,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter,Consulting,"I'm already selling, just not online",5k-50k,11abr2017 16:35:02,paNASH,https://paNASH.yondo.com,https://dashboard.yondo.com/manage?store=paNASH,"Concultation to Successfully landed a job, providing tips and coaching job seekers",Yes,Yes,www.yourpassioninilfe.com - not working.Unpublished store,,,,,,,,,inMarket,inMarket,inMarket,inMarket,inMarket,inMarket,inMarket,inMarket,inMarket,inMarket,inMarket,inMarket,inMarket,inMarket,inMarket,inMarket,inMarket,inMarket,inMarket,inMarket,Active,Active,Active,Active,Active,Active,,,,,
"Elevate Behavior Consultation, LLC",,Female,United States of America,Spartanburg,SC,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter,Consulting,I haven't yet started selling,0,24/3/2020 22:18,elevatebehaviorconsultation,https://elevatebehaviorconsultation.yondo.com,https://dashboard.yondo.com/manage?store=elevatebehaviorconsultation,Providing behavioral consultation,Yes,Yes,September 2020 with recent activities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Events Live,35-44,Male,United States of America,Sammamish,WA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Professional,Other,I'm just playing around,0,13/9/2019 17:11,eventslive,https://eventslive.yondo.com,https://dashboard.yondo.com/manage?store=eventslive, interactive activities,No,No,No activities,15k-25k,Single,Own,6 Years,Completed High School,Student,TRUE,TRUE,,,,,,,,,,,,,,,,,Bought,,,,,,Bought,,,,98074-4102,,,,
Minireklaam LLC,,Male,Estonia,,,"(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius",New Signup,active,Starter Plus,Other,I am already selling online using a different system,0-5k,11/9/2019 12:34,buthowto,https://buthowto.yondo.com,https://dashboard.yondo.com/manage?store=buthowto,"the website is an online store for sporting goods like bicycle, snowboards and windsurf",No,No,account is under the lifetime plan..nothing is posted..account owner is Margus Varav .https://www.linkedin.com/in/margusvarav/?originalSubdomain=eee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bali BISA,,Female,Indonesia,,,"(UTC) Dublin, Edinburgh, Lisbon, London",New Signup,active,Starter,Other,I am already selling online using a different system,0,10/10/2017 15:11,BaliBISA,https://BaliBISA.yondo.com,https://dashboard.yondo.com/manage?store=BaliBISA,international spa academy,Yes,Yes,video courses offered.aesthetic.holistic/massage.ayurveda.maternity massage.health and wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Club At Morningside Fitness Center,,Male,United States of America,Palm Springs,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Fitness,I haven't yet started selling,0,25/3/2020 23:12,MorningsideFitness,https://MorningsideFitness.yondo.com,https://dashboard.yondo.com/manage?store=MorningsideFitness,Fitness training work out with yoga and  workout training,No,Yes,theclubatmorningside.org  - not working.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choose Help,,Male,United States of America,Beverly Hills,CA,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",New Signup,active,Starter Plus,Other,I haven't yet started selling,0,18/9/2019 17:05,choosehelp,https://choosehelp.yondo.com,https://dashboard.yondo.com/manage?store=choosehelp,"it is a collaboration of coaches, therapists, like a directory or related articles concerning health and treatment",No,No,account is under the lifetime plan..nothing is posted on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Food Truck Association,,Male,United States of America,Washington,DC,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Other,I haven't yet started selling,0-5k,09abr2018 18:08:03,nfta,https://nfta.yondo.com,https://dashboard.yondo.com/manage?store=nfta,"they help start clients start thei food truck business, they also offfer truck rental",Yes,Yes,videos posted are for free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KampaLive,,Male,Switzerland,,,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",New Signup,active,Professional,Consulting,I haven't yet started selling,250k-1m,15/2/2020 20:57,kampalive,https://kampalive.yondo.com,https://dashboard.yondo.com/manage?store=kampalive,Providing seminars for Fundraising donations,Yes,Yes,Active in Live 1 on 1 sessions.Providing Organizational development and campaign to have a successful fundraising donations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fond Remembrance Cremation Services,,Male,United States of America,Anaheim,CA,(UTC-08:00) Pacific Time (US & Canada),Weebly,active,Webinar - Starter,,,,14/9/2016 18:16,70WLNAIJ,https://70WLNAIJ.yondo.com,https://dashboard.yondo.com/manage?store=70WLNAIJ,offers cremation services..have the option to make an appointment online in planning a loved ones cremation or burial,No,No,webinar only plan.next billing date.12/05/2020..last posted session.10/27/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI Athletic Club,,Female,United States of America,Seattle,WA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Professional,Fitness,I haven't yet started selling,250k-1m,18/3/2020 15:47,miathleticclub,https://miathleticclub.yondo.com,https://dashboard.yondo.com/manage?store=miathleticclub,Fitness offers different type of work out routines,Yes,Yes,offers Equipment Needed and non equipemt needed workout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raz Coaching,,Female,United States of America,Basalt,CO,(UTC-07:00) Mountain Time (US & Canada),New Signup,active,Starter,Consulting,I haven't yet started selling,50k-250k,26ene2020 0:32:48,razcoaching,https://store.razcoaching.com,https://dashboard.yondo.com/manage?store=razcoaching,Providing life coaching that focus is to improve key areas on a day-to-day basis,No,Yes,Conducted by career specialistand board coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81621-2862,,,,
Michelle Wegner,,Female,United States of America,Tampa,FL,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,I haven't yet started selling,0,13/7/2020 18:34,michellewegner1,https://michellewegner1.yondo.com,https://dashboard.yondo.com/manage?store=michellewegner1,Fitness - provided trianing and workout using dance fitness,Yes,Yes,with recent activities.recently uploaded videos.uses videos for training.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DanceFit TV.com,,Male,United Kingdom,,,"(UTC) Dublin, Edinburgh, Lisbon, London",New Signup,active,Starter,Fitness,I haven't yet started selling,0,24/3/2020 14:24,dancefittv,https://www.dancefittv.com,https://dashboard.yondo.com/manage?store=dancefittv,Fitness - workout.dance fitness video's.Zumba and Latin Dance,Yes,Yes,with recent activities.Video is the main tool being use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upp Therapy,,Male,United Kingdom,,,"(UTC) Dublin, Edinburgh, Lisbon, London",New Signup,active,Premium,Medical,I haven't yet started selling,0,05dic2019 15:37:55,upptherapy,https://upptherapy.yondo.com,https://dashboard.yondo.com/manage?store=upptherapy,Therapy and counseling conducted by Psychotherapeutic Counsellor,Yes,Yes,"Oct 8, 2020 last Live 1 on 1 session.providing counseling for problems and personal issues.During the initial session you will determine who would be fit to provide theraphy for the client.Unpublished Store.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cane Masters Dojo,45-54,Male,United States of America,Sparks,NV,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Professional,Fitness,I am already selling online using a different system,250k-1m,5/6/2017 23:44,CaneMasters,https://www.canemastersdojo.com,https://dashboard.yondo.com/manage?store=CaneMasters,"Providing different form of exercise for fitness, such as cane for selfdefense and martial arts as well as different Techniques for defense.",Yes,Yes,"Grand Master Mark Shuey, Sr. is the one who introduces and conducting the lesson using the Virtual Dojo",100k-150k,Married,Own,16-19 years,Completed College,Professional,TRUE,TRUE,Interested,Bought,,Interested,Interested,Interested,Interested,Interested,Interested,,Bought,,Interested,,Interested,Interested,Interested,Interested,Interested,Interested,,,,Interested,,Interested,89441-9310,,,,
Mike Schwede GmbH,,Male,Switzerland,,,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",New Signup,active,Starter,Consulting,I'm just playing around,250k-1m,10ene2019 7:22:35,mikeschwede,https://onlineconsulting.schwede.ch,https://dashboard.yondo.com/manage?store=mikeschwede,Providing digital marketing consultation and strategies,Yes,Yes,"Feb 13, 2020 last Live 1-to-1.March 30 2020 last Webinars.Schedule is still open",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness Therapy LLC,,Male,United States of America,Cocoa,FL,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,"I'm already selling, just not online",50k-250k,01abr2020 16:08:23,FitnessTherapy,https://onlineworkouts.fitnesstherapy.us,https://dashboard.yondo.com/manage?store=FitnessTherapy,"Fitness - providing program for physical receovery .Therapy program is composed of the following: Bed Fitness, Spinal Fitness, Brain & Body Fitness, Muscle Fitness and Heart Fitness.  in a workout form",Yes,Yes,4/17/2020 live 1-to-1 update. with activities via subscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMP217,,Female,United States of America,Hornbeck,LA,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter,Fitness,"I'm already selling, just not online",5k-50k,30/3/2020 20:07,CAMP217,https://CAMP217.yondo.com,https://dashboard.yondo.com/manage?store=CAMP217,Fitness - workout videos for training and sessions,Yes,Yes,7/15/2020 last video update .with activities via subscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier NSSA,,Male,United States of America,Sarasota,FL,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter,Other,I am already selling online using a different system,50k-250k,10/10/2017 17:02,premiernssa,https://premiernssa.yondo.com,https://dashboard.yondo.com/manage?store=premiernssa,social security consulting education firm,Yes,Yes,course offering nor NSSA Certification program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34242-1439,,,,
Montana Athletic Club,55-64,Male,United States of America,Bigfork,MT,(UTC-07:00) Mountain Time (US & Canada),New Signup,active,Professional,Fitness,I am already selling online using a different system,1m+,30/6/2020 23:59,mac,https://mac.yondo.com,https://dashboard.yondo.com/manage?store=mac,Fitness - training workout using different variety of exercise,Yes,Yes,"Unpublished store.Using pilates, yoga zumba..using video for workout session.unpublished live 1 to 1",,,,,,,,TRUE,,,,Interested,,,Interested,Interested,,,,Interested,,,,Interested,,,,,,,,,,,,,,,
N Riddiford Fitness,,Female,Canada,,,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,I haven't yet started selling,0,3/6/2020 14:34,natfit,https://natfit.yondo.com,https://dashboard.yondo.com/manage?store=natfit,Fitness - .Marion Brand / Brand Fitness,No,No,Active via video subscription.no recent details.website shpows few details about activewaer site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicole Loren Lifestyle,,Female,Canada,,,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Professional,Fitness,"I'm already selling, just not online",5k-50k,18/9/2020 19:02,nicole_loren,https://nicole_loren.yondo.com,https://dashboard.yondo.com/manage?store=nicole_loren,Fitness - providing Yoga class,Yes,Yes,Unpublished Store.No live 1 to 1.Uses video for workout session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBW:Move,,Female,United Kingdom,,,"(UTC) Dublin, Edinburgh, Lisbon, London",New Signup,active,Starter,Fitness,I am already selling online using a different system,5k-50k,14/3/2020 12:56,nbwmove,https://nbwmove.yondo.com,https://dashboard.yondo.com/manage?store=nbwmove,Fitness - Online Complimentary Consultation and workout,No,Yes,moorlanetherapies.co.uk - not accessible.Next Billing - 11/ 12/2020.recent live 1-to-1 activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobility Plus,,Male,United States of America,Phoenix,AZ,(UTC-07:00) Arizona,New Signup,active,Professional,Medical,"I'm already selling, just not online",0,13/7/2020 16:19,MobilityPlusOnline,https://MobilityPlusOnline.yondo.com,https://dashboard.yondo.com/manage?store=MobilityPlusOnline,Medical - virtual mobility consultation,No,Yes,mobilityplus.com - no longer accessible.https://MobilityPlusOnline.yondo.com - need to login to access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Core Way,45-54,Male,United States of America,El Cajon,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Fitness,I haven't yet started selling,0,10/10/2018 22:29,ironcoreway,https://ironcoreway.yondo.com,https://dashboard.yondo.com/manage?store=ironcoreway,Fitness - training using kettlebell  as equipment,No,Yes,"Feb 14, 2020 - last Live 1-to-1.Status - will cancel at period end.",50k-75k,Married,Own,16-19 years,Completed High School,Blue Collar Worker,TRUE,TRUE,,Bought,,,,,Bought,,,,,,,,,,Bought,,,,,,Bought,,,,,,,,
Hearing Square,,Male,India,,,(UTC+10:00) Brisbane,New Signup,active,Starter,Medical,I haven't yet started selling,5k-50k,21/3/2020 4:29,denochearing,https://denochearing.yondo.com,https://dashboard.yondo.com/manage?store=denochearing,hearing and speech therapy,Yes,Yes,online consultation for hearing loss patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ElderConsult Geriatric Education,,,United States of America,San Mateo,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Professional,Medical,I am already selling online using a different system,1m+,21ene2019 16:50:26,ElderConsultGeriatricMedicine,https://ElderConsultGeriatricMedicine.yondo.com,https://dashboard.yondo.com/manage?store=ElderConsultGeriatricMedicine,Medical - online consultation and virtual wortkshop,Yes,Yes,Available via live 1-to-1.elderly care workout.Unpublished Store.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OnlineSummit.org,,Female,Australia,,,"(UTC+04:00) Abu Dhabi, Muscat",New Signup,active,Starter Plus,Consulting,I am already selling online using a different system,0,01ago2019 21:10:09,onvimeet,https://onvimeet.yondo.com,https://dashboard.yondo.com/manage?store=onvimeet,copiles a directory of speakers and sponsors for online events..it is a one stop shop in creating and running virtual summit and conferences,No,Yes,there were paid listings shown and one subscriber on his account but no other updates since 10/03/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fundacja Konsumentow,,,Poland,,,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",New Signup,active,Starter Plus,Other,I'm just playing around,0,19ago2019 15:31:25,konsumenci,https://konsumenci.yondo.com,https://dashboard.yondo.com/manage?store=konsumenci,"handles projects focusing on energy market, law, regulations advice and legal counseling",No,No,account is on the lifetime plan..last recorded webinar session 08/20/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affordable Yoga and Fitness,,,France,,,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",New Signup,active,Starter,Fitness,I am already selling online using a different system,50k-250k,16/3/2020 22:02,affordableyoga,https://affordableyoga.yondo.com,https://dashboard.yondo.com/manage?store=affordableyoga,Fitness - workout training thru Yoga session,No,Yes,Status - will cancel at period end.recorded recent activities.http://affordableyoga.com/ - page not found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedicationsCheckup.com,65+,Male,United States of America,Boston,MA,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter Plus,Medical,I'm just playing around,0,10ago2019 1:43:09,mtm,https://mtm.yondo.com,https://dashboard.yondo.com/manage?store=mtm,.offers 1-1 consultation for medication therapy management,No,No,Lifetime plan..zero activity on the account..PHILIP LEUNG is the owner of the firm.https://www.linkedin.com/in/leungphilip/,35k-50k,Married,Own,20+ years,Completed College,Professional,TRUE,TRUE,Interested,Bought,Interested,Interested,Interested,,Bought,Interested,,,Bought,,Interested,Interested,Bought,Interested,Bought,Interested,Interested,Interested,,,,,,,,,,,
Petra srl,,,Italy,,,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",New Signup,active,Professional,Consulting,"I'm already selling, just not online",1m+,14/6/2020 10:14,farina,https://farina.yondo.com,https://dashboard.yondo.com/manage?store=farina,"Baking Breads, providing techniques and live sessions for bread making",Yes,Yes,"held Live 1 to 1 last Sep 2, 2020..Providing session on how to make breads using different ingredients and flour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilates with Clare Palmer,,,United Kingdom,,,"(UTC) Dublin, Edinburgh, Lisbon, London",New Signup,active,Professional,Fitness,I haven't yet started selling,5k-50k,19/3/2020 14:05,pilateswithclarepalmer,https://pilateswithclarepalmer.yondo.com,https://dashboard.yondo.com/manage?store=pilateswithclarepalmer,Fitness offers pilates classes,Yes,Yes,"Offers Yoga, pilates and work out",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jenn Pilotti,35-44,Female,United States of America,Salinas,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Fitness,I am already selling online using a different system,50k-250k,5/5/2018 16:26,pilottij,https://pilottij.yondo.com,https://dashboard.yondo.com/manage?store=pilottij,"Fitness nutritional diet, Mental wellness and workout",No,No,Last update Sept 2020.Status - will cancel at period end.,100k-150k,Single,,11-15 years,Completed Graduate School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
